"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"5533","ABEC2202-01","ABCOLL_20220201_1_0091_1",98.26,75.6,43.07,182.15,0.99,27.04,140.04,4.95,130.69,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5534","ABEC2202-02","ABCOLL_20220201_1_0091_1",83.09,53.57,22.98,70.89,0.99,13.32,55.38,3,52.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5535","ABEC2202-03","ABCOLL_20220201_1_0091_1",84.08,58.54,36.43,134.93,0.99,16.78,112.17,3.93,100.64,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5536","ABEC2202-04","ABCOLL_20220201_1_0091_1",93.88,73.62,39.29,209.41,0.99,22.31,179.4,4.73,157.77,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5537","ABEC2202-05","ABCOLL_20220201_1_0091_1",79.75,58.4,35.98,104.47,0.99,14.58,87.01,3.15,78.29,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5538","ABEC2202-06","ABCOLL_20220201_1_0091_1",84.92,71.5,41.26,162.87,1.03,21.42,134.55,4.34,119.16,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5539","ABEC2202-07","ABCOLL_20220201_1_0091_1",85.23,65.68,38.01,129.82,1,22.44,102.81,3.71,90.9,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5540","ABEC2202-08","ABCOLL_20220201_1_0091_1",64.98,46.48,27,50.6,1,6.77,43.54,1.99,40.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5541","ABEC2202-09","ABCOLL_20220201_1_0091_1",82.11,54.79,30.91,94.37,1,14.15,78.65,3.32,70.28,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5542","ABEC2202-10","ABCOLL_20220201_1_0091_1",88.78,61.36,40.18,124.17,0.98,21.9,96.24,4.38,83.3,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5543","ABEC2202-11","ABCOLL_20220201_1_0091_1",69.78,40.73,31.77,49.6,0.98,7.58,42.28,1.73,37.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5544","ABEC2202-12","ABCOLL_20220201_1_0091_1",69.42,57.53,27.76,71.6,0.99,10.77,59.04,2.91,55.19,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5545","ABEC2202-13","ABCOLL_20220201_1_0091_1",89.95,67.5,43.04,176,0.98,21.64,142.84,3.76,124.27,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5546","ABEC2202-14","ABCOLL_20220201_1_0091_1",85.56,57.69,45.45,152.25,0.98,18.24,125.24,3.44,112.03,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5547","ABEC2202-15","ABCOLL_20220201_1_0091_1",74.26,52.9,28.54,71.57,0.98,7.52,57.73,1.6,52.09,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5548","ABEC2202-16","ABCOLL_20220201_1_0091_1",92.75,62.76,45.69,177.45,1.02,22.72,146.4,4.47,129.83,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5549","ABEC2202-17","ABCOLL_20220201_1_0091_1",93.75,55.92,39.46,168.32,1.01,17.68,143.94,3.61,134.45,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5550","ABEC2202-18","ABCOLL_20220201_1_0096_1",100.22,66.35,40.54,142.32,1.01,20.94,108.31,4.67,94.93,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5551","ABEC2202-19","ABCOLL_20220201_1_0096_1",87.99,60.06,40.33,138.84,1.01,14.83,114.01,3.07,98.17,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5552","ABEC2202-20","ABCOLL_20220201_1_0096_1",93.28,60.85,44.23,117.61,1.02,19.72,89.64,3.45,76.99,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5553","ABEC2202-21","ABCOLL_20220201_1_0096_1",69.51,58.19,27.64,66.71,1.02,9.63,52.78,2.95,49.68,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5554","ABEC2202-22","ABCOLL_20220201_1_0096_1",84.87,55.79,38.22,110.53,1.02,19.05,82.93,3.95,72.99,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5555","ABEC2202-23","ABCOLL_20220201_1_0096_1",74.06,55.48,38.98,105.21,1.02,15.48,86.22,3.23,75.29,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5556","ABEC2202-24","ABCOLL_20220201_1_0096_1",72.53,54.93,31.37,61.4,1.01,10.37,50.55,2.7,45.74,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5557","ABEC2202-25","ABCOLL_20220201_1_0096_1",81.26,68.45,35.62,117.17,1,13.81,99.21,3.53,89.82,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5558","ABEC2203-01","ABCOLL_20220301_1_0091_1",71.74,54.32,27.17,64.43,1.03,16.45,44.96,3.66,41.79,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5559","ABEC2203-02","ABCOLL_20220301_1_0091_1",68.34,54.3,30.44,71.54,1.02,12.23,57.34,3.45,52.48,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5560","ABEC2203-03","ABCOLL_20220301_1_0091_1",91.8,71.83,38.76,164.97,0.98,31.19,119.26,5.41,108.28,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5561","ABEC2203-04","ABCOLL_20220301_1_0091_1",67.56,51.28,28.17,58.29,1,12.31,44.62,3.27,41.76,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5562","ABEC2203-05","ABCOLL_20220301_1_0091_1",108.41,72.29,43.87,233.6,2.32,36.82,179,7.37,158.66,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5563","ABEC2203-06","ABCOLL_20220301_1_0091_1",66.32,52.1,35.52,87.28,1.01,13.82,71.87,2.94,64.17,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5564","ABEC2203-07","ABCOLL_20220301_1_0091_1",68.23,52.36,26.97,65.1,1.02,13.1,49.7,3.34,44.68,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5565","ABEC2203-08","ABCOLL_20220301_1_0091_1",88.58,60.15,32.13,137.09,1.02,18.3,113.94,3.97,104.59,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5566","ABEC2203-09","ABCOLL_20220301_1_0091_1",25.1,54.8,25.36,43.74,1,11.09,31.72,3.03,29,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellLength outside expected range",NA
"5567","ABEC2203-10","ABCOLL_20220301_1_0091_1",84.05,71.86,33.54,152.06,1.03,19.29,130.55,4.42,120.01,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5568","ABEC2203-11","ABCOLL_20220301_1_0091_1",71.28,52.21,39.99,79.65,1.03,14.47,64.23,3.53,58.81,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5569","ABEC2203-12","ABCOLL_20220301_1_0091_1",92.72,69.51,39.92,138.86,1,23.53,107.71,4.77,96.14,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5570","ABEC2203-13","ABCOLL_20220301_1_0091_1",69.03,49.72,22.31,57.35,1,13.37,43.19,3.31,38.65,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5571","ABEC2203-14","ABCOLL_20220301_1_0091_1",73.51,59.99,38.96,152.72,1.01,21.94,123.68,4.68,111.34,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5572","ABEC2203-15","ABCOLL_20220301_1_0091_1",65.16,58.13,25.08,48.35,0.98,9.45,36.03,2.36,32.95,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5573","ABEC2203-16","ABCOLL_20220301_1_0096_1",78.46,48.55,53.89,57.55,0.99,10.99,44.97,2.92,41.6,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellWidth outside expected range",NA
"5574","ABEC2203-17","ABCOLL_20220301_1_0096_1",80.56,49.09,56.05,98.43,0.98,18.26,79.29,4.28,74.1,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellWidth outside expected range",NA
"5575","ABEC2203-18","ABCOLL_20220301_1_0096_1",60.56,47.32,20.58,43.47,0.99,9.53,31.09,2.52,29.11,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5576","ABEC2203-19","ABCOLL_20220301_1_0096_1",51.67,38.14,24.2,28.95,1,5.26,22.97,1.73,21.8,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5577","ABEC2203-20","ABCOLL_20220301_1_0096_1",95.89,73.7,42.21,209.66,2.26,30.22,173.55,6.13,158.08,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5578","ABEC2203-21","ABCOLL_20220301_1_0096_1",72.4,66.67,42.89,100.99,1,11.67,86.09,2.83,78.57,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5579","ABEC2203-22","ABCOLL_20220301_1_0096_1",66.1,46.68,28.56,48.65,0.96,9.7,36.99,2.7,34.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5580","ABEC2203-23","ABCOLL_20220301_1_0102_1",61.29,52.87,12.56,25.25,0.97,6.23,18.26,2.12,17.66,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5581","ABEC2203-24","ABCOLL_20220301_1_0102_1",51.08,38.14,16.13,18.67,0.97,4.83,13.61,1.74,12.71,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5582","ABEC2203-25","ABCOLL_20220301_1_0102_1",57.64,37.57,10.42,21.46,0.96,5.03,16.31,1.76,15.83,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5583","ABEC2204-01","ABCOLL_20220404_1_0091_1",85.87,64.71,49.48,172.95,1,28.4,130.65,6.84,116.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5584","ABEC2204-02","ABCOLL_20220404_1_0091_1",88.54,71.08,41.81,164.28,1,23.25,135.04,5.77,123.1,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5585","ABEC2204-03","ABCOLL_20220404_1_0091_1",90.59,67.89,39.33,159.95,0.97,23.96,129.19,5.59,115.92,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5586","ABEC2204-04","ABCOLL_20220404_1_0091_1",71.75,62.81,35.6,98.14,0.98,13.86,81.15,3.8,76.6,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5587","ABEC2204-05","ABCOLL_20220404_1_0091_1",80.47,57.85,37.69,135.54,0.98,16.11,113.72,3.98,103.01,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5588","ABEC2204-06","ABCOLL_20220404_1_0091_1",63.35,67.09,28.72,73.75,0.97,12.44,58.18,3.3,53.66,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellLength outside expected range",NA
"5589","ABEC2204-07","ABCOLL_20220404_1_0091_1",61.73,54.94,32.11,68.58,1.03,9.17,58.32,2.69,53.39,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5590","ABEC2204-08","ABCOLL_20220404_1_0091_1",68.93,64.25,34.8,105.04,1.01,9.92,92.14,3.14,84.26,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5591","ABEC2204-09","ABCOLL_20220404_1_0091_1",90.1,73.92,33.07,150.2,1.01,24.32,123.71,5.12,113.43,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5592","ABEC2204-10","ABCOLL_20220404_1_0096_1",69.09,68.83,37.88,82.91,0.99,13.56,69.23,3.85,64.68,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5593","ABEC2204-11","ABCOLL_20220404_1_0096_1",65.87,54.85,34.1,94.47,0.99,16.2,73.58,3.66,68.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5594","ABEC2204-12","ABCOLL_20220404_1_0096_1",61.13,53.2,24.76,63.27,0.99,10.32,50.58,2.92,47.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5595","ABEC2204-13","ABCOLL_20220404_1_0096_1",80.57,76.11,38.03,132.61,1,17.4,115.77,4.7,108,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5596","ABEC2204-14","ABCOLL_20220404_1_0096_1",83.34,65.74,43.93,132.46,1,20.23,107.59,5.29,98.2,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5597","ABEC2204-15","ABCOLL_20220404_1_0096_1",69.58,60.66,35.34,92.47,1.01,12.1,78.81,3.5,75.12,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5598","ABEC2204-16","ABCOLL_20220404_1_0096_1",75.13,78.21,34.17,125.58,1.01,18.36,105.59,4.61,97.17,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellLength outside expected range",NA
"5599","ABEC2204-17","ABCOLL_20220404_1_0096_1",78.47,70.71,40.63,145.6,1.01,19.09,120.15,4.72,106.23,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5600","ABEC2204-18","ABCOLL_20220404_1_0102_1",94.52,63.22,33.45,132.88,1,17.56,105.37,4.27,102.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5601","ABEC2204-19","ABCOLL_20220404_1_0102_1",56.5,48.26,22.97,53.18,0.98,7.11,44.22,2.13,42.97,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5602","ABEC2204-20","ABCOLL_20220404_1_0102_1",82.86,58.25,31,89.07,1,14.91,71.63,3.73,65.48,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5603","ABEC2204-21","ABCOLL_20220404_1_0102_1",73.01,58.24,32.04,82.46,1,9.95,68.46,2.78,64.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5604","ABEC2204-22","ABCOLL_20220404_1_0102_1",65.97,44.65,27.16,50.38,1.03,6.71,43.49,2.18,40.93,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5605","ABEC2204-23","ABCOLL_20220404_1_0102_1",76.65,65.88,31.48,98.32,1.01,16.06,75.68,4.35,72.77,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5606","ABEC2204-24","ABCOLL_20220404_1_0102_1",90.76,86.61,48.95,178.26,1.01,28.35,143.14,6.43,131.86,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5607","ABEC2204-25","ABCOLL_20220404_1_0102_1",65.98,64.73,24.91,51.13,1,10.93,37.14,3.02,35.05,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5608","ABEC2205-01","ABCOLL_20220502_1_0091_1",95.48,67.93,44.58,193.22,1.04,21.51,149.94,3.74,134.27,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5609","ABEC2205-02","ABCOLL_20220502_1_0091_1",84.79,57.63,40.22,122.93,1,13.76,101.36,3.25,90.19,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5610","ABEC2205-03","ABCOLL_20220502_1_0091_1",72.92,50.75,29.75,72.65,1.01,10.06,57.02,2.34,54.37,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5611","ABEC2205-04","ABCOLL_20220502_1_0091_1",55.91,48.24,27.38,56.02,0.99,6.78,45.73,1.76,43.78,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5612","ABEC2205-05","ABCOLL_20220502_1_0091_1",85.96,67.41,39.94,146.21,0.99,17.68,119.61,3.85,106.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5613","ABEC2205-06","ABCOLL_20220502_1_0091_1",72.67,60.01,30.44,99.2,0.99,8.64,83.16,2.13,78.53,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5614","ABEC2205-07","ABCOLL_20220502_1_0091_1",64.91,57.67,30.41,81.52,0.98,7.7,68.72,2.13,67,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5615","ABEC2205-08","ABCOLL_20220502_1_0091_1",94.6,68.01,40.14,184.82,1,15.72,147.27,3.34,131.16,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5616","ABEC2205-09","ABCOLL_20220502_1_0091_1",77.6,57.89,32.07,102.57,1.01,13.48,84.65,2.94,78.28,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5617","ABEC2205-10","ABCOLL_20220502_1_0096_1",82.58,64.47,33.54,116.77,1.02,15.35,95.37,3.15,87.67,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5618","ABEC2205-11","ABCOLL_20220502_1_0096_1",62.94,41.1,28.19,42.96,0.99,9.47,29.67,2.25,27.64,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5619","ABEC2205-12","ABCOLL_20220502_1_0096_1",89.37,68.96,43.91,165.08,1,15.65,135.18,3.67,117.88,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5620","ABEC2205-13","ABCOLL_20220502_1_0096_1",62.83,42.48,31.41,54.49,1,5.67,45.7,1.88,42.1,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5621","ABEC2205-14","ABCOLL_20220502_1_0096_1",85.81,76.08,37.56,142.28,1,12.97,123.59,2.84,108.88,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5622","ABEC2205-15","ABCOLL_20220502_1_0096_1",87.11,76.29,38.15,126.67,1,17.53,105.04,3.95,95.46,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5623","ABEC2205-16","ABCOLL_20220502_1_0096_1",52.27,41.53,19.98,34.87,1.01,5.99,25.85,1.76,25.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5624","ABEC2205-17","ABCOLL_20220502_1_0096_1",55.67,50.48,19.68,34.78,0.99,6.92,24.85,1.9,23.54,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5625","ABEC2205-18","ABCOLL_20220502_1_0102_1",75.2,57.33,30.88,72.74,0.99,10.51,52.19,2.49,48.85,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5626","ABEC2205-19","ABCOLL_20220502_1_0102_1",50.72,49.08,18.83,25.62,1.01,4.59,19.39,1.56,17.81,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5627","ABEC2205-20","ABCOLL_20220502_1_0102_1",87.12,69.44,26.5,107.09,0.95,14.86,85.45,3.67,78.99,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5628","ABEC2205-21","ABCOLL_20220502_1_0102_1",66.72,55.1,31.67,67.35,0.95,9.42,54.8,2.31,51.74,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5629","ABEC2205-22","ABCOLL_20220502_1_0102_1",78.69,57.96,30.16,84.34,0.99,8.71,66.21,2.26,61.68,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5630","ABEC2205-23","ABCOLL_20220502_1_0102_1",55.29,40.37,24.46,34.91,0.98,6.32,26.23,2.02,25.26,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5631","ABEC2205-24","ABCOLL_20220502_1_0102_1",86.98,69.71,37.88,101.2,0.99,16.39,75.01,4.12,71.01,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5632","ABEC2205-25","ABCOLL_20220502_1_0102_1",72.27,58.19,27.26,64.14,1,9.71,50.91,2.7,46.14,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5633","ABEC2206-01","ABCOLL_20220601_1_0091_1",67.94,56.9,29.9,72.7,1.01,9.39,58.86,2.14,54.57,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5634","ABEC2206-02","ABCOLL_20220601_1_0091_1",61.37,57.19,31.97,73.38,1,6.65,62.71,1.88,59.6,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5635","ABEC2206-03","ABCOLL_20220601_1_0091_1",78.26,63.19,38.31,138.58,0.99,13.54,111.38,2.76,102.79,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5636","ABEC2206-04","ABCOLL_20220601_1_0091_1",86.69,65.45,38.68,130.12,0.99,20.89,100.66,3.39,92.79,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5637","ABEC2206-05","ABCOLL_20220601_1_0091_1",85.52,77.53,36.66,142.28,0.96,15.84,115.49,2.97,107.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5638","ABEC2206-06","ABCOLL_20220601_1_0091_1",72.72,65.41,36,107.93,0.96,9.08,91.92,2.05,87.97,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5639","ABEC2206-07","ABCOLL_20220601_1_0091_1",91.19,73.36,40.28,153.19,1,14.77,126.93,3.09,114.15,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5640","ABEC2206-08","ABCOLL_20220601_1_0091_1",84.78,68.16,46.31,161.63,1,15.97,132.13,3.37,117.76,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5641","ABEC2206-09","ABCOLL_20220601_1_0096_1",83.46,57.8,29.72,94.93,0.99,14.09,74.64,3.01,69.91,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5642","ABEC2206-10","ABCOLL_20220601_1_0096_1",97.09,79.54,41.63,209.56,0.99,20.48,169.8,4.01,147.78,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5643","ABEC2206-11","ABCOLL_20220601_1_0096_1",73.21,61.99,31.41,95.52,0.98,10.45,77.74,2.56,72.98,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5644","ABEC2206-12","ABCOLL_20220601_1_0096_1",74.45,64.35,37.59,110.43,0.99,9.86,91.13,2.1,86.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5645","ABEC2206-13","ABCOLL_20220601_1_0096_1",80.31,61.73,39.9,133.13,0.95,13.04,107.43,2.61,96.69,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5646","ABEC2206-14","ABCOLL_20220601_1_0096_1",75.13,55.89,25.52,66.66,0.94,11.76,48.68,2.52,45.78,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5647","ABEC2206-15","ABCOLL_20220601_1_0096_1",62.28,59.56,31.99,70.76,0.95,6.13,58.13,1.6,54.26,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5648","ABEC2206-16","ABCOLL_20220601_1_0096_1",85.77,59.75,41.27,148.67,1,12.33,122.68,2.39,109.74,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5649","ABEC2206-17","ABCOLL_20220601_1_0096_1",70.43,54.7,32.33,76.65,1.02,8.97,60.15,2.08,55.42,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5650","ABEC2206-18","ABCOLL_20220601_1_0102_1",74.15,44.08,25.97,61.11,1.03,9.75,45.19,2.54,44.26,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5651","ABEC2206-19","ABCOLL_20220601_1_0102_1",53.94,46.95,17.85,30.33,1.02,4.59,21.69,1.51,20.8,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5652","ABEC2206-20","ABCOLL_20220601_1_0102_1",50.89,41.33,18.06,27.47,0.99,4.34,20.51,1.56,18.9,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
